metabolite,local_sample_id,butyrate_intensity_norm,butyrate_log1p_norm,median_norm_factor,subject_id,time_hr
butyrate,SM-5Q4W7,242703112809.1216,26.215104775349175,1.9221652932276142e-05,,
butyrate,SM-5QVZ9,9845051107.540247,23.010234740343503,0.0008860389757976013,,
butyrate,SM-5QVZD,6820151.35786662,15.735392369433255,0.8236556207100323,,
butyrate,SM-5U5DE,6028136.352064759,15.611948624146564,0.7749443156507114,,
butyrate,SM-5WXZX,9196240.858400404,16.03430546491088,0.7335632139123207,,
butyrate,SM-5XHHR,4548483.584086627,15.330304677008352,0.7623437428974045,,
butyrate,SM-5ZNHM,865168.1792825735,13.670680349775791,1.1049736026962265,,
butyrate,SM-5ZNHS,8883430.975340629,15.999698524012292,1.400074029338996,,
butyrate,SM-5ZZL9,5498378.402655712,15.519963952721064,1.0211243368205047,,
butyrate,SM-61N7T,2559437.807271543,14.755298576514871,0.582192697070646,,
butyrate,SM-61NJ9,4102870.1674895277,15.227197571343124,0.8228451942620768,,
butyrate,SM-61U3T,4850431.181135837,15.394578368456193,1.186843557824057,,
butyrate,SM-61YN5,592113.6161744224,13.291455503529196,1.590895690063834,,
butyrate,SM-62ARQ,7129495.661159828,15.779751195390832,1.2063470417486508,,
butyrate,SM-63ZAH,2943646.263532767,14.89515993627637,1.4780814712357055,,
butyrate,SM-64NA9,6110217.193502189,15.625473041394315,1.3956582442059056,,
butyrate,SM-65GXK,7731796.577408357,15.860851939118767,0.8674329352632912,,
butyrate,SM-67WTX,5624436.904127537,15.542631572906503,0.9783327813601917,,
butyrate,SM-689O4,5434883.511638876,15.508348829303197,1.0408940666134174,,
butyrate,SM-689SS,3628636.450516624,15.104367777792191,0.9143194820543791,,
butyrate,SM-69UMY,6413890.185329658,15.673976693910419,1.4949471729234445,,
butyrate,SM-6AXJO,10782046.482898494,16.19339303888857,1.530465670517491,,
butyrate,SM-6BKS1,16054893.986205695,16.591524344606484,0.8641262914548064,,
butyrate,SM-6BQPK,25490.529707583206,10.146101507636327,1.2781217328060366,,
butyrate,SM-6CAJC,5417539.587012406,15.505152504198904,0.9760807309423155,,
butyrate,SM-6CAJI,7527067.54596525,15.834016220653195,0.9353905697012201,,
butyrate,SM-6CAKR,5248647.923397662,15.473481253523893,0.7980180917314423,,
butyrate,SM-6DRTP,3085297.6039568353,14.942159002843992,0.7150208126343405,,
butyrate,SM-6EFPD,6190606.666598095,15.638543808921362,0.5050723084815544,,
butyrate,SM-6FNVI,3687561.612400554,15.120476259120109,0.8459579331528057,,
butyrate,SM-6FNW6,3404910.5002674432,15.040729506117092,0.9178235374335197,,
butyrate,SM-6GH65,2684240.1641537175,14.802908625553503,0.5344853337489366,,
butyrate,SM-6HUBR,5417590.020503534,15.50516181345198,0.6533855434987305,,
butyrate,SM-6HUG5,3179213.175599424,14.972144609627142,0.6444786451332204,,
butyrate,SM-6J3OB,94270.6662036936,11.453935959037155,0.47595929685115557,,
butyrate,SM-6JWO4,2607521.8998102928,14.773911248104326,0.7681362139837525,,
butyrate,SM-6KUC9,5028145.883156383,15.430562061303846,0.9180741981778393,,
butyrate,SM-6KUCD,2080622.9788383367,14.548178396515674,1.503890436578286,,
butyrate,SM-6KUCH,5910001.4096707655,15.592156797109908,1.0201242913638933,,
butyrate,SM-6KUCT,3309068.117300707,15.01217747435581,1.392289259901424,,
butyrate,SM-6KUD2,5828224.827664682,15.578223194287885,1.4581117323514705,,
butyrate,SM-6M2VX,4802366.471199707,15.38461957745016,1.0363821732156657,,
butyrate,SM-6M48S,3843404.6953073856,15.161869431320284,1.8449280162085289,,
butyrate,SM-6MSSO,3260527.02010062,14.99739970958329,1.5001188365704934,,
butyrate,SM-6MSSW,4377991.494652576,15.292100842731035,0.6156903235861371,,
butyrate,SM-6MYZ2,2965900.920442926,14.9026917331774,0.4394823141311618,,
butyrate,SM-6OLSC,6277931.427923325,15.652551253013483,0.943284435006786,,
butyrate,SM-6OOEJ,3950832.3512739968,15.189437089631284,1.140342742851948,,
butyrate,SM-6OSOU,4936597.879180884,15.412187166053009,1.3093582175813185,,
butyrate,SM-6Q4FM,4724876.570526735,15.368352207574652,1.5257135064580858,,
butyrate,SM-6Q4FQ,7768075.137462385,15.865533090329361,0.8273713740234946,,
butyrate,SM-6RB9P,8347600.785518925,15.93748484425887,1.5869708363367165,,
butyrate,SM-6SF6T,4308470.715195133,15.27609380875591,1.7066048456748033,,
butyrate,SM-6SSMY,9028144.408917844,16.015857523227368,1.931368308949108,,
butyrate,SM-6TO52,8849498.856107961,15.99587150195304,0.7596137486768879,,
butyrate,SM-6WJN1,10410410.452100568,16.15831696450753,1.014861714493516,,
butyrate,SM-6WOC1,7412412.233095143,15.818666616734973,1.0050976343080529,,
butyrate,SM-6WU1I,7220664.234535909,15.792457644371943,0.810418655393427,,
butyrate,SM-6X9W2,6191857.532911522,15.638745847238694,1.1835693830239036,,
butyrate,SM-6X9W6,4512751.544451622,15.322417845586706,0.9007136688031274,,
butyrate,SM-6X9WA,5630274.704633965,15.543668969544553,0.6232919678167189,,
butyrate,SM-6X9WE,3236159.8511880566,14.989898262720004,1.3900333132025482,,
butyrate,SM-6X9WM,7542475.072906982,15.836061077707635,0.7431974180644575,,
butyrate,SM-6X9WU,3436775.8286864934,15.050044621715212,0.6414369484327209,,
butyrate,SM-6XJTB,8075742.1044711955,15.904375448160435,0.6978317196236192,,
butyrate,SM-6XJTF,1685284.4196548564,14.337445495943186,0.8262700252608884,,
butyrate,SM-6XJTN,3275986.9438347747,15.00213004380021,0.7231081932295624,,
butyrate,SM-6XJUC,2451559.4745309534,14.712235308148099,0.9122258803971609,,
butyrate,SM-6XNM3,12604974.195389567,16.349602150763236,0.9614995486807842,,
butyrate,SM-6XRKG,8631149.08893111,15.970888320568744,1.144290974265064,,
butyrate,SM-6XSL6,3186938.593391189,14.974571639153696,1.612992798373952,,
butyrate,SM-6XSLI,3132456.8778682235,14.957328518852126,1.2947536576337886,,
butyrate,SM-6XTSQ,3652358.0964498706,15.110883844573305,0.5823355607073049,,
butyrate,SM-6XTSU,3526782.8934806865,15.075896935291274,0.9917437805614541,,
butyrate,SM-6XTSY,14902018.648956908,16.517007308639894,1.13927256433734,,
butyrate,SM-6Y2UL,8206086.134837599,15.920386770358018,0.9771794821842551,,
butyrate,SM-6Y87V,4151646.100035868,15.239015705041162,0.8617820290532686,,
butyrate,SM-6YAZN,4807249.958849386,15.385635952471837,0.8748748319728819,,
butyrate,SM-6YAZR,1755105.3596542506,14.378040016837364,1.0619989220289234,,
butyrate,SM-6ZEU8,3629253.6008197395,15.104537841028248,0.9781821251615334,,
butyrate,SM-6ZEUG,3011870.5527105127,14.918072221810156,1.1006708097121298,,
butyrate,SM-6ZEV1,4379703.339523608,15.29249177768237,1.7459403998883065,,
butyrate,SM-6ZEVH,2334731.395038008,14.663407836537928,1.0883221964634757,,
butyrate,SM-6ZEVL,3770878.870870173,15.142818919692287,0.8158474735864617,,
butyrate,SM-6ZJI5,5412255.46737752,15.504176655800697,2.0328911054398575,,
butyrate,SM-6ZJI9,13096239.512764446,16.387835763225223,2.507128246089108,,
butyrate,SM-6ZKSA,2439503.7969252905,14.707305624592026,0.8611066736799725,,
butyrate,SM-6ZKT1,7844955.669698426,15.87538142083235,1.665275694349743,,
butyrate,SM-6ZKY3,5961482.911535845,15.600829986497155,1.1701947491119726,,
butyrate,SM-6ZT2N,5233466.490293952,15.47058461640987,1.068869364191879,,
butyrate,SM-6ZT2V,4548099.393686166,15.330220207858307,1.1967258251998467,,
butyrate,SM-6ZT3C,5771740.970186574,15.568484494166778,1.5192573688414408,,
butyrate,SM-6ZT3G,17323.712196629018,9.759889211892938,1.0593572435110687,,
butyrate,SM-6ZT3W,4012073.728391352,15.204819054109677,0.9854006350938029,,
butyrate,SM-6ZUH2,7055002.936998438,15.769247701312615,1.6517348191151546,,
butyrate,SM-71WX9,840622.7869357822,13.64189949872093,1.761051476365809,,
butyrate,SM-71WXD,2750568.612208423,14.827318579906096,0.566804984642159,,
butyrate,SM-71WXH,4508311.885672832,15.32143355849299,1.0258336417889125,,
butyrate,SM-71WXX,10243129.873618474,16.142117880220624,0.8013104491762613,,
butyrate,SM-71WY2,4158897.9734355113,15.240760927358968,0.7194288052054314,,
butyrate,SM-71ZV9,5721611.634226269,15.559761252681987,1.240092731487795,,
butyrate,SM-727GQ,13900096.099257581,16.447406383634622,1.0681602410499178,,
butyrate,SM-72PGN,3263142.670827621,14.998201604893502,0.4319884670082406,,
butyrate,SM-72PHS,1714108.2484864122,14.354404115015516,0.6190956731799497,,
butyrate,SM-72XGS,5729695.8803155,15.561173186823144,0.795308877676258,,
butyrate,SM-72ZHG,9143654.10155747,16.028570765193088,0.5043372101329281,,
butyrate,SM-72ZHO,14844943.292062107,16.51316991353315,1.218213814913665,,
butyrate,SM-734R8,11412899.36800771,16.2502548848041,1.7478300961732027,,
butyrate,SM-73BMX,9845603.340634642,16.10253565371067,0.8962212568103745,,
butyrate,SM-73BN6,3195826.954069587,14.97735675277652,1.1436792581480977,,
butyrate,SM-73JXD,1994694.986395603,14.506002208922277,0.786164306169761,,
butyrate,SM-74Y71,8017989.7364869,15.897198416844299,1.1046060535219133,,
butyrate,SM-74Y7D,5257439.339371356,15.475154838776367,0.9166715370179164,,
butyrate,SM-74Y93,5226692.826374746,15.469289480577645,0.7269681089400167,,
butyrate,SM-76C9O,10474634.401587091,16.16446721663565,0.5867409557577292,,
butyrate,SM-76CAL,1685765.1390176394,14.33773070034168,1.3814160383913554,,
butyrate,SM-76CAT,3329646.8534106757,15.018377106638207,0.8754423902385173,,
butyrate,SM-76ENW,3308690.2627809397,15.012063280278516,1.14151422467255,,
butyrate,SM-76EO1,3546446.2115635835,15.081456874856398,0.7237783535615255,,
butyrate,SM-76EO9,3414400.422623019,15.043512756743368,0.7999571409090024,,
butyrate,SM-76EOD,4124171.9431361584,15.232376059014722,0.5294500399368802,,
butyrate,SM-76LBZ,6864366.9942356,15.741854530926663,0.7743806536660758,,
butyrate,SM-77FXF,3794618.3143215845,15.14909465134851,1.0831115700064289,,
butyrate,SM-77FXR,6753819.127699117,15.72561884760664,1.1530264362665836,,
butyrate,SM-77FXZ,7329469.582533784,15.8074138451335,0.7011851188041015,,
butyrate,SM-77FYC,7768645.148254251,15.865606466268204,1.146993694518582,,
butyrate,SM-77M5K,1632354.5256846072,14.30553463740153,1.371594812751229,,
butyrate,SM-77M65,5527812.962793501,15.525302990244226,0.8856207749702909,,
butyrate,SM-77M69,220360.65377942394,12.303025356456947,1.1662789867071879,,
butyrate,SM-77VQ3,1198734.3490960044,13.996777683287375,0.8119446987850097,,
butyrate,SM-787I4,8570565.716927996,15.963844416383868,1.0855792146396264,,
butyrate,SM-791B3,6541196.156700593,15.693630758164774,1.1576162552843312,,
butyrate,SM-791B7,6133993.531069192,15.629356732079346,1.1295370568792087,,
butyrate,SM-79RAY,13879610.162325408,16.44593149840884,0.9703973557239615,,
butyrate,SM-7AA1S,4517566.91948824,15.323484336086633,0.9093543213003188,,
butyrate,SM-7AA21,4772243.932222844,15.378327387836416,0.6958757865617269,,
butyrate,SM-7AK5U,7360954.520159011,15.811700308386941,1.1575383296643353,,
butyrate,SM-7AK5Y,4298676.494929525,15.273817974039009,1.4413096699200614,,
butyrate,SM-7AMI9,4058092.9326341823,15.21622394661951,2.4170163578863972,,
butyrate,SM-7AMIH,8256731.668454492,15.926539506522587,1.649034696382303,,
butyrate,SM-7B7LB,1676396.115545184,14.332157474407131,1.7035657464949705,,
butyrate,SM-7BF15,27408.370416189668,10.218640219904605,1.4771035047047594,,
butyrate,SM-7BF1T,12779464.560879435,16.36335018764171,0.533247615151338,,
butyrate,SM-7BF22,3409748.63714815,15.042149426373147,1.140036235413298,,
butyrate,SM-7BF2I,7004643.174870835,15.762083940584551,1.0959978700330535,,
butyrate,SM-7BF2M,718404.6143796709,13.484789611056058,1.2456462306728229,,
butyrate,SM-7BF2Q,4179814.47230689,15.245777658145377,0.9263356126577182,,
butyrate,SM-7BP4V,3920390.516372066,15.181702083404835,0.9412246011182327,,
butyrate,SM-7BP5C,4848637.061322116,15.394208411380033,0.9315085750651003,,
butyrate,SM-7BP5K,4951480.516115803,15.415197385949716,1.0989551473118908,,
butyrate,SM-7CM7M,49846150.31032997,17.724451845982,0.7866513412947341,,
butyrate,SM-7CP2F,4802603.188989547,15.384668868129667,1.6346249504847623,,
butyrate,SM-7CP2V,9428919.185790848,16.059292139653355,1.1099075932022884,,
butyrate,SM-7CP2Z,5026319.561329058,15.430198775658436,1.0114836388667017,,
butyrate,SM-7CP34,9865522.939230423,16.104556806948988,0.8491476885312969,,
butyrate,SM-7CP3G,4387521.535992621,15.294275283151642,0.7674179995194587,,
butyrate,SM-7CRWL,1512251.9504017164,14.229111116968557,1.259265031527407,,
butyrate,SM-7CRWP,4327530.289977881,15.28050779650385,1.2583260278064587,,
butyrate,SM-7CRWX,3923138.6251172344,15.18240281597236,0.9596579065282188,,
butyrate,SM-7CRX2,3010893.997040691,14.917747933737454,0.7798770073964401,,
butyrate,SM-7D34K,5468394.8375200275,15.514495865851774,1.2880494567934906,,
butyrate,SM-7D34O,4142768.12475077,15.236874992919926,1.22460631327398,,
butyrate,SM-7DGUW,1786543.6606370583,14.395793955090344,0.4324456306455488,,
butyrate,SM-7DGV1,9427608.068693204,16.059153077254113,0.9852837466638094,,
butyrate,SM-7DGV5,10609298.935398309,16.177241526829715,0.7276083977843149,,
butyrate,SM-7DN33,6480086.812811243,15.684244619596399,1.0296416070860364,,
butyrate,SM-7DN37,7137672.8399965465,15.780897488516219,0.9024566051703649,,
butyrate,SM-7DN3V,1532433.0753824587,14.242367928172246,0.5058074068301806,,
butyrate,SM-7E5ED,22244359.779988,16.917599086362703,0.8007896462826233,,
butyrate,SM-7E5EH,3844619.0615478368,15.162185342397837,0.7161052775126142,,
butyrate,SM-7ED9N,3508781.675528645,15.070779719198734,0.5915905268421292,,
butyrate,SM-7ED9R,5781940.757426111,15.570250128423314,1.0835375633957387,,
butyrate,SM-7EDA4,5247833.971056522,15.4733261630477,1.9185599345424793,,
butyrate,SM-7EDA8,8361909.344143272,15.93919746902142,0.9284006415876046,,
butyrate,SM-7EDAC,5996925.5975158345,15.606757662208445,1.1634736643873422,,
butyrate,SM-7EWUS,4354849.162868887,15.286800761906214,1.1507588007247083,,
butyrate,SM-7F1RS,1173564.1247991356,13.975556788940546,0.9375491093751015,,
butyrate,SM-7F1RW,10713541.047322633,16.187019111119806,1.0910132278739944,,
butyrate,SM-7F43P,3426861.333189684,15.04715562881837,1.4254959641022644,,
butyrate,SM-7FHYA,5921046.77671652,15.594023980509652,0.6812452514075316,,
butyrate,SM-7FK3W,5155619.501772922,15.455598037107563,1.1596319313215535,,
butyrate,SM-7FK4D,9100796.697023872,16.023872626658864,1.0468190112537583,,
butyrate,SM-7FVSS,50572326.41955947,17.73891509571788,0.9063814588974823,,
butyrate,SM-7GCHC,12246946.43461493,16.320787274891245,1.0456514257141558,,
butyrate,SM-7GCHK,12670966.603746941,16.35482391905352,0.9887644243569513,,
butyrate,SM-7GFUX,2307599.8125611087,14.651718933488707,0.6535413947387219,,
butyrate,SM-7GYHH,15947453.197754104,16.584809763029792,1.1229068853779067,,
butyrate,SM-7GYHL,7662015.957807636,15.851785817475422,2.06084692161332,,
butyrate,SM-7GYIA,3269623.308062521,15.000185645772259,1.0330131889111842,,
butyrate,SM-7GYJN,4500776.151986856,15.319760640271067,0.6434461306682772,,
butyrate,SM-7GYJZ,5214904.626077154,15.467031549623764,0.9516250738669939,,
butyrate,SM-7H4GS,2213464.5390895065,14.610069962516993,1.1970076561921645,,
butyrate,SM-7H4H1,8821696.156623349,15.99272483085822,0.9216341002513101,,
butyrate,SM-7H4HL,5022084.5746804,15.429355858514743,0.8648587922827661,,
butyrate,SM-7HAI4,4805288.25261083,15.385227796828763,1.8020169747975556,,
butyrate,SM-7HNM8,2269570.3404850746,14.635101534834957,0.916114368834947,,
butyrate,SM-7HXJO,8533996.540121183,15.959568454485511,1.0790204749566539,,
butyrate,SM-7HXJW,1661764.4116189973,14.323391096191497,1.0224204996331,,
butyrate,SM-7I1FM,549084.0805082354,13.216008682087843,0.7130674770931146,,
butyrate,SM-7I1FQ,7523463.162914845,15.833537249816876,1.1938179008136733,,
butyrate,SM-7I1G3,1475535.852659353,14.204532449440453,1.178399018137188,,
butyrate,SM-7I1G7,2414944.631621198,14.69718733202914,0.9416025403752118,,
butyrate,SM-7I1GX,8689967.532419326,15.977679876109509,0.7400323391322983,,
butyrate,SM-7I1H2,7741801.275958144,15.862145070651021,0.866569259641672,,
butyrate,SM-7I9G4,3512770.64851315,15.071915927288725,1.1333632048209983,,
butyrate,SM-7I9GC,2963485.5595304156,14.90187702486329,0.9455598631106609,,
butyrate,SM-7IKZB,4982024.745468184,15.421347142488258,1.1894800413005786,,
butyrate,SM-7IKZF,5619858.068113785,15.541817144707364,1.340655744092264,,
butyrate,SM-7IKZN,6671610.114428252,15.713371935115216,1.5055203807965296,,
butyrate,SM-7IL14,936676.5140995608,13.750094333463972,0.44352665380893935,,
butyrate,SM-7IL1G,2005606.584821796,14.511457607640867,1.1045047502159189,,
butyrate,SM-7IL1K,1728838.2797182682,14.362960804716254,0.5011903138454346,,
butyrate,SM-7IL1O,3542594.7885917276,15.080370290009697,0.9772574078042509,,
butyrate,SM-7IL1S,4919287.380147703,15.408674439826019,0.8715668894040638,,
butyrate,SM-7IWEO,7591687.513058855,15.842564590118686,0.6698252517971596,,
butyrate,SM-7IWES,5516668.794741849,15.523284938141767,0.6975758638379667,,
butyrate,SM-7IWEW,1267611.5256461164,14.052645788137047,0.7522809478352912,,
butyrate,SM-7IWF5,6373354.789088134,15.667636700305701,0.7402024767359555,,
butyrate,SM-7IWF9,6950770.388686127,15.75436320255977,1.184279804926198,,
butyrate,SM-7IWFL,1431847.3454359893,14.174476716869354,1.742138928392849,,
butyrate,SM-7J5TO,6007787.8592684595,15.60856732854433,0.6891300253907645,,
butyrate,SM-7J5TW,8941802.90618758,16.00624790601062,0.8270817504691772,,
butyrate,SM-7J5U1,14361384.388294008,16.48005359243883,1.617648854168696,,
butyrate,SM-7J5UD,9653515.99366696,16.082832862219743,1.0614781191352853,,
butyrate,SM-7K1UO,3368746.0721789896,15.030051444527079,2.008248426876546,,
butyrate,SM-7K1UW,8409528.39409875,15.944876072487919,0.6347171624684239,,
butyrate,SM-7K1V1,20488635.80065111,16.835380988019,1.0085107764638652,,
butyrate,SM-7K1V5,4113063.535897749,15.22967893780129,1.937155584994123,,
butyrate,SM-7K1V9,5644638.61742935,15.546216912505717,1.4017299487639048,,
butyrate,SM-7K1VZ,5931545.537739371,15.59579553591602,0.7723519900255207,,
butyrate,SM-7K1W8,3527584.28034613,15.07612413827687,0.9622216594260778,,
butyrate,SM-7K1WG,1399504.4334486432,14.151629470351432,0.8439916100082471,,
butyrate,SM-7K259,4164634.705721158,15.242139364144572,1.182495308228296,,
butyrate,SM-7KMR8,6455458.672093092,15.680436791515682,0.9583968102446215,,
butyrate,SM-7M36P,3396308.0658541135,15.03819983106329,1.2531218951510783,,
butyrate,SM-7M8S2,5857488.560375301,15.583231667096225,1.4185618826829791,,
butyrate,SM-7M8SE,2197789.723528554,14.602963197187325,0.756975966440033,,
butyrate,SM-7MCTQ,4444075.476613918,15.307082638552613,1.1567512809023788,,
butyrate,SM-7MCUF,1439121.2119437025,14.179543910646688,1.6650730877377544,,
butyrate,SM-7NH6E,9845625.756932128,16.10253793049036,2.173491002837791,,
butyrate,SM-7NSP1,2382560.8263781965,14.683686864384999,1.383387556577247,,
butyrate,SM-7R3AC,3451658.7767752795,15.054365768036055,1.4902846233270344,,
butyrate,SM-7R3AG,12003499.674857097,16.30070888811418,1.0297039475820329,,
butyrate,SM-7RFYJ,3686009.192824985,15.120055182488871,0.6871559096842065,,
butyrate,SM-9HYXZ,3574232.308359312,15.08926125191039,0.6290805426220673,,
butyrate,SM-9IMBZ,7004165.305750793,15.762015716502159,1.7155273291643127,,
butyrate,SM-9IT11,4688493.696865916,15.360622128747206,0.8676680108836116,,
butyrate,SM-9J5IT,2681382.8341850964,14.801843575260348,0.9362217763145078,,
butyrate,SM-9J5IX,11745577.033346834,16.278987390134176,1.269946036508153,,
butyrate,SM-9JUD6,6920264.72836859,15.749964726909853,0.8649432117044281,,
butyrate,SM-9JYA2,6266419.171103398,15.650715803960056,1.026015468235569,,
butyrate,SM-9JYAI,4065339.944844803,15.218008170717436,1.519630113057087,,
butyrate,SM-9KOMO,7585191.637117104,15.841708567557246,1.5369257044151357,,
butyrate,SM-9KOPV,16081202.849755693,16.593161685191095,0.8867260200138968,,
butyrate,SM-9NBDO,5998669.159816314,15.607048362595933,1.4121317202729995,,
butyrate,SM-9NBE1,9653002.242430374,16.08277964172942,1.033483340151825,,
butyrate,SM-9NBEP,4265752.718088456,15.266129445003374,1.2907002266336782,,
butyrate,SM-9NBF6,4416391.824954817,15.300833817909176,1.3754105706103523,,
butyrate,SM-9O9R1,8561021.83074413,15.962730230552527,0.8238880988096862,,
butyrate,SM-9OS5Y,6065728.829788611,15.618165427793135,0.8025221925671946,,
butyrate,SM-9OS63,4665430.175754294,15.355690815806819,2.1417752754995356,,
butyrate,SM-9OS67,14072.595991930346,9.552055696126857,1.3396959602059835,,
butyrate,SM-9OS6B,7471229.446910586,15.82657026200633,1.7244420200918225,,
butyrate,SM-9OS7N,2671536.7679780666,14.798164807647828,0.866896547245654,,
butyrate,SM-9OS7Z,2976539.3964902754,14.90627224329275,0.8035183417428065,,
butyrate,SM-9OS8G,8741932.262156846,15.983641920214376,1.0334820413914918,,
butyrate,SM-9OS8K,5712539.066385304,15.558174327969244,1.1259849473677375,,
butyrate,SM-9P5FG,4997832.6358141145,15.4245151036714,0.9279720506776282,,
butyrate,SM-9P5FO,7278870.026152127,15.800486329321647,1.30436578286026,,
butyrate,SM-9P5FW,1087104.3233730204,13.899029055036896,1.5729805900268194,,
butyrate,SM-9PJ16,3327007.755301503,15.017584186587625,1.526835635386024,,
butyrate,SM-9PJ1E,8588258.543036751,15.965906659116687,0.658029910450475,,
butyrate,SM-9PJ1I,20186662.753304623,16.82053273410424,0.9155247316436461,,
butyrate,SM-9PPUW,3019548.6120926114,14.920618243160641,1.3769041449936037,,
butyrate,SM-9QMN9,6923359.359548602,15.750411810818637,1.3027929840966797,,
butyrate,SM-9QMND,2067958.536505784,14.542072947932466,0.5612423941347984,,
butyrate,SM-9QMNL,2161223.2064488255,14.586185381356113,1.1994272466930316,,
butyrate,SM-9QMOR,8427859.559357304,15.947053508842592,0.8712876559324125,,
butyrate,SM-9QMQ9,3321516.7853414305,15.015932400684397,0.6394316624781646,,
